"x_","y_","t_","sex","id","name"
1782545.71279065,2403384.40853206,2010-12-20 04:28:05.001,"F","F2","Lupe"
1782547.08695053,2403388.81098999,2010-12-20 04:30:11.001,"F","F2","Lupe"
1782670.90364691,2403378.67944248,2010-12-20 04:38:24,"F","F2","Lupe"
1782671.95588537,2403376.85001188,2010-12-20 04:40:46.001,"F","F2","Lupe"
1782672.71072198,2403373.20449403,2010-12-20 04:50:14,"F","F2","Lupe"
1782674.08451053,2403386.11688918,2010-12-20 05:00:24.998,"F","F2","Lupe"
1782674.48234904,2403372.75134226,2010-12-20 05:10:12,"F","F2","Lupe"
1782669.4664833,2403374.79030627,2010-12-20 05:20:09.999,"F","F2","Lupe"
1782627.74756873,2403348.81826574,2010-12-20 05:30:18.999,"F","F2","Lupe"
1782669.01122735,2403378.26561558,2010-12-20 05:40:18.998,"F","F2","Lupe"
1782690.48426135,2403370.44368115,2010-12-20 05:50:26.998,"F","F2","Lupe"
1782666.42455706,2403381.48868945,2010-12-20 06:00:11,"F","F2","Lupe"
1782668.1818564,2403379.40134981,2010-12-20 07:00:21.001,"F","F2","Lupe"
1782667.27515669,2403375.14403984,2010-12-20 08:00:50.998,"F","F2","Lupe"
1782669.15940087,2403378.84048478,2010-12-20 08:10:07.999,"F","F2","Lupe"
1782672.28591896,2403367.90140511,2010-12-20 08:20:22.001,"F","F2","Lupe"
1782669.10391794,2403373.10808129,2010-12-20 09:00:13,"F","F2","Lupe"
1782676.45772531,2403367.20141644,2010-12-20 10:00:43,"F","F2","Lupe"
1782662.36296781,2403373.53254047,2010-12-20 10:22:45.998,"F","F2","Lupe"
1782673.05800597,2403373.08003918,2010-12-20 10:30:45.998,"F","F2","Lupe"
1782670.73633674,2403371.79507172,2010-12-20 10:33:34.001,"F","F2","Lupe"
1782664.13297355,2403373.26275383,2010-12-20 10:35:21,"F","F2","Lupe"
1782676.69750953,2403370.03745704,2010-12-20 10:36:06,"F","F2","Lupe"
1782647.89521693,2403391.04157474,2010-12-20 10:38:04.998,"F","F2","Lupe"
1782483.22845688,2403443.24629667,2010-12-20 10:46:35,"F","F2","Lupe"
1782389.60922531,2403594.34812695,2010-12-20 10:52:08.001,"F","F2","Lupe"
1782245.06648845,2403701.79600972,2010-12-20 11:00:16.001,"F","F2","Lupe"
1782264.29462033,2403541.19436216,2010-12-20 11:10:21.999,"F","F2","Lupe"
1782332.23095742,2403456.39448879,2010-12-20 11:14:06.999,"F","F2","Lupe"
1782376.91306189,2403457.81261705,2010-12-20 11:17:34.001,"F","F2","Lupe"
1782610.17492787,2403500.49952556,2010-12-20 11:24:15.999,"F","F2","Lupe"
1782727.25987312,2403562.34420852,2010-12-20 11:27:23.001,"F","F2","Lupe"
1782738.8741502,2403568.9543707,2010-12-20 11:28:11.001,"F","F2","Lupe"
1782736.98375787,2403597.55077014,2010-12-20 11:30:36.998,"F","F2","Lupe"
1782739.58735509,2403591.18499859,2010-12-20 11:32:06.998,"F","F2","Lupe"
1782735.95971288,2403585.38729587,2010-12-20 11:34:09.001,"F","F2","Lupe"
1782825.84506716,2403591.03957216,2010-12-20 11:40:25.001,"F","F2","Lupe"
1782820.03112189,2403608.97912733,2010-12-20 11:43:06.998,"F","F2","Lupe"
1782817.39407096,2403588.23354092,2010-12-20 11:45:22.001,"F","F2","Lupe"
1782820.5020937,2403593.50623629,2010-12-20 11:46:06.998,"F","F2","Lupe"
1782868.95165121,2403622.83147271,2010-12-20 11:49:14.999,"F","F2","Lupe"
1782829.98696211,2403597.8434719,2010-12-20 11:50:40.001,"F","F2","Lupe"
1782867.79320323,2403567.53468332,2010-12-20 11:52:21.999,"F","F2","Lupe"
1782844.70812436,2403567.89966756,2010-12-20 12:00:10.001,"F","F2","Lupe"
1782853.97194363,2403577.08844695,2010-12-20 12:10:26.998,"F","F2","Lupe"
1782866.03979375,2403561.2392009,2010-12-20 13:00:14,"F","F2","Lupe"
1782843.29799277,2403585.64221315,2010-12-20 14:00:56,"F","F2","Lupe"
1782852.03953896,2403575.14913339,2010-12-20 15:00:44.998,"F","F2","Lupe"
1782849.42273939,2403579.13447156,2010-12-20 16:00:55.999,"F","F2","Lupe"
1782849.84384948,2403575.6625538,2010-12-20 17:00:45,"F","F2","Lupe"
1782856.084096,2403567.14941735,2010-12-20 18:00:56.001,"F","F2","Lupe"
1782852.5296605,2403570.32690765,2010-12-20 19:01:16,"F","F2","Lupe"
1782843.6207679,2403576.76076331,2010-12-20 20:01:14.999,"F","F2","Lupe"
1782863.48915702,2403535.11631396,2010-12-20 21:00:55.998,"F","F2","Lupe"
1782841.52846473,2403578.81463459,2010-12-20 21:10:51.999,"F","F2","Lupe"
1782860.18249145,2403573.71334117,2010-12-20 21:12:06.001,"F","F2","Lupe"
1782858.04294153,2403568.62413066,2010-12-20 21:14:17.001,"F","F2","Lupe"
1782855.20694518,2403574.45248305,2010-12-20 21:16:08.001,"F","F2","Lupe"
1782846.8305481,2403579.45059572,2010-12-20 21:18:06.998,"F","F2","Lupe"
1782852.11736481,2403568.21943949,2010-12-20 21:20:07.999,"F","F2","Lupe"
1782873.66713966,2403554.24908351,2010-12-20 21:22:13,"F","F2","Lupe"
1782852.00085766,2403572.91197336,2010-12-20 21:30:33.999,"F","F2","Lupe"
1782854.43792164,2403576.49828763,2010-12-20 21:52:17.998,"F","F2","Lupe"
1782850.32876518,2403577.07518639,2010-12-20 21:54:06.999,"F","F2","Lupe"
1782911.00419852,2403537.78295495,2010-12-20 21:58:58.999,"F","F2","Lupe"
1783085.21478378,2403354.53477979,2010-12-20 22:10:22,"F","F2","Lupe"
1783020.09512165,2403435.51898939,2010-12-20 22:15:19,"F","F2","Lupe"
1783012.58279113,2403445.72899987,2010-12-20 22:16:06.999,"F","F2","Lupe"
1783022.25656929,2403446.51653109,2010-12-20 22:18:07.999,"F","F2","Lupe"
1783136.23470714,2403394.23250662,2010-12-20 22:20:11,"F","F2","Lupe"
1783156.12797876,2403414.5422782,2010-12-20 22:22:20.001,"F","F2","Lupe"
1783147.06463628,2403421.73175416,2010-12-20 22:24:06.999,"F","F2","Lupe"
1783172.77888522,2403508.57323444,2010-12-20 22:26:08,"F","F2","Lupe"
1783014.6968543,2403647.88759372,2010-12-20 22:28:03.998,"F","F2","Lupe"
1783029.16656353,2403715.26212211,2010-12-20 22:30:08,"F","F2","Lupe"
1783032.28449578,2403746.92884213,2010-12-20 22:32:25.001,"F","F2","Lupe"
1782980.97112767,2403709.0108884,2010-12-20 22:34:34.999,"F","F2","Lupe"
1782965.06260495,2403707.60745635,2010-12-20 22:36:16,"F","F2","Lupe"
1782951.82118324,2403726.75017151,2010-12-20 22:38:15.998,"F","F2","Lupe"
1782899.90529016,2403737.57973252,2010-12-20 22:40:11.998,"F","F2","Lupe"
1782918.42293864,2403736.97126045,2010-12-20 22:42:35.998,"F","F2","Lupe"
1782704.58457661,2403816.56713199,2010-12-20 22:51:21.999,"F","F2","Lupe"
1782718.35011248,2403824.26120452,2010-12-20 22:52:54.998,"F","F2","Lupe"
1782567.03288545,2403925.55047237,2010-12-20 23:00:47.998,"F","F2","Lupe"
1782813.08936217,2403882.37660437,2010-12-20 23:21:08.999,"F","F2","Lupe"
1782865.41629549,2403813.61295705,2010-12-20 23:24:07.001,"F","F2","Lupe"
1782898.95343541,2403689.07327667,2010-12-20 23:28:07.001,"F","F2","Lupe"
1782929.79714123,2403681.19834664,2010-12-20 23:30:06.001,"F","F2","Lupe"
1783041.71186756,2403671.98622342,2010-12-20 23:32:06.999,"F","F2","Lupe"
1783073.13712352,2403673.97703432,2010-12-20 23:34:06.999,"F","F2","Lupe"
1783062.95659999,2403670.14072889,2010-12-20 23:36:11.998,"F","F2","Lupe"
1783108.35299207,2403665.82945054,2010-12-20 23:38:07.999,"F","F2","Lupe"
1783082.84095457,2403685.11945319,2010-12-20 23:40:08,"F","F2","Lupe"
1783030.8893483,2403716.00337229,2010-12-20 23:42:06.001,"F","F2","Lupe"
1783036.2190085,2403722.17010117,2010-12-20 23:44:15.998,"F","F2","Lupe"
1783034.08396476,2403721.72164374,2010-12-20 23:46:05.998,"F","F2","Lupe"
1783054.57759283,2403729.08109833,2010-12-20 23:48:07.999,"F","F2","Lupe"
1783061.64954238,2403713.07049902,2010-12-20 23:50:07.999,"F","F2","Lupe"
1783021.57476614,2403762.44500751,2010-12-20 23:52:08.001,"F","F2","Lupe"
1783019.98447632,2403762.3093789,2010-12-20 23:54:06.001,"F","F2","Lupe"
1783013.69111317,2403776.55208014,2010-12-20 23:56:11.001,"F","F2","Lupe"
1783009.43627126,2403765.91987507,2010-12-20 23:58:11.999,"F","F2","Lupe"
1783013.47913529,2403760.4694033,2010-12-21 00:00:10,"F","F2","Lupe"
1782990.93836151,2403770.60981428,2010-12-21 00:05:39.999,"F","F2","Lupe"
1783004.28876301,2403759.79632212,2010-12-21 00:10:43.001,"F","F2","Lupe"
1783022.85414291,2403584.65686797,2010-12-21 00:15:21.999,"F","F2","Lupe"
1783065.68119133,2403561.68267004,2010-12-21 00:17:19.998,"F","F2","Lupe"
1783061.62110102,2403556.7929401,2010-12-21 00:18:05.998,"F","F2","Lupe"
1783118.10872285,2403510.6870071,2010-12-21 00:20:05,"F","F2","Lupe"
1783219.60817602,2403483.60790165,2010-12-21 00:22:06.998,"F","F2","Lupe"
1783196.79163714,2403458.94160581,2010-12-21 00:24:06.999,"F","F2","Lupe"
1783219.00893748,2403371.67419871,2010-12-21 00:26:08,"F","F2","Lupe"
1783264.76460757,2403333.91318737,2010-12-21 00:28:07,"F","F2","Lupe"
1783260.41100026,2403295.63672335,2010-12-21 00:30:07.998,"F","F2","Lupe"
1783235.40938525,2403274.04733494,2010-12-21 00:32:49.001,"F","F2","Lupe"
1783224.31836846,2403286.96953266,2010-12-21 00:34:57.001,"F","F2","Lupe"
1783254.61642549,2403290.79528042,2010-12-21 00:36:06.999,"F","F2","Lupe"
1783285.98383135,2403302.63819948,2010-12-21 00:38:06.999,"F","F2","Lupe"
1783245.69118812,2403353.59179831,2010-12-21 00:40:09.001,"F","F2","Lupe"
1783120.57702327,2403373.80090183,2010-12-21 00:42:05.998,"F","F2","Lupe"
1783077.37698322,2403404.87528741,2010-12-21 00:44:05.999,"F","F2","Lupe"
1783018.14842055,2403435.2989333,2010-12-21 00:46:51,"F","F2","Lupe"
1783011.80976327,2403416.83438522,2010-12-21 00:48:07.001,"F","F2","Lupe"
1782991.41898564,2403431.69930407,2010-12-21 00:50:07.999,"F","F2","Lupe"
1782992.76602991,2403417.78906276,2010-12-21 00:54:06.998,"F","F2","Lupe"
1782977.06470555,2403441.70090423,2010-12-21 00:56:10,"F","F2","Lupe"
1782978.67079286,2403404.9173496,2010-12-21 00:59:38.001,"F","F2","Lupe"
1782969.43918332,2403430.36204064,2010-12-21 01:00:33.998,"F","F2","Lupe"
1782995.07554508,2403415.91300161,2010-12-21 01:02:10,"F","F2","Lupe"
1782985.77969808,2403431.60354388,2010-12-21 01:04:06.001,"F","F2","Lupe"
1782970.98317895,2403420.63291305,2010-12-21 01:06:21.999,"F","F2","Lupe"
1782973.10496971,2403417.21937664,2010-12-21 01:08:05.998,"F","F2","Lupe"
1782967.04860383,2403421.81388177,2010-12-21 01:10:12.998,"F","F2","Lupe"
1782978.34152868,2403424.13342173,2010-12-21 01:20:20.998,"F","F2","Lupe"
1782972.59392196,2403424.95374357,2010-12-21 02:00:44.001,"F","F2","Lupe"
1782934.02081121,2403487.08810352,2010-12-21 02:08:28.998,"F","F2","Lupe"
1782894.28000606,2403587.01704576,2010-12-21 02:12:22.999,"F","F2","Lupe"
1782890.23095741,2403612.89709445,2010-12-21 02:14:08,"F","F2","Lupe"
1782879.14541419,2403687.53858502,2010-12-21 02:16:06.001,"F","F2","Lupe"
1782791.92260617,2403691.30182684,2010-12-21 02:20:05.998,"F","F2","Lupe"
1782760.69893038,2403656.97365948,2010-12-21 02:22:04.999,"F","F2","Lupe"
1782669.47794176,2403743.4552664,2010-12-21 02:26:07,"F","F2","Lupe"
1782648.47070447,2403744.30142417,2010-12-21 02:28:06,"F","F2","Lupe"
1782630.54560532,2403756.70756655,2010-12-21 02:30:14,"F","F2","Lupe"
1782626.75181007,2403779.04183762,2010-12-21 02:32:04.999,"F","F2","Lupe"
1782644.36239022,2403855.33577651,2010-12-21 02:34:07,"F","F2","Lupe"
